source,frame,label,nose_x,nose_y,nose_z,nose_vis,left_eye_inner_x,left_eye_inner_y,left_eye_inner_z,left_eye_inner_vis,left_eye_x,left_eye_y,left_eye_z,left_eye_vis,left_eye_outer_x,left_eye_outer_y,left_eye_outer_z,left_eye_outer_vis,right_eye_inner_x,right_eye_inner_y,right_eye_inner_z,right_eye_inner_vis,right_eye_x,right_eye_y,right_eye_z,right_eye_vis,right_eye_outer_x,right_eye_outer_y,right_eye_outer_z,right_eye_outer_vis,left_ear_x,left_ear_y,left_ear_z,left_ear_vis,right_ear_x,right_ear_y,right_ear_z,right_ear_vis,mouth_left_x,mouth_left_y,mouth_left_z,mouth_left_vis,mouth_right_x,mouth_right_y,mouth_right_z,mouth_right_vis,left_shoulder_x,left_shoulder_y,left_shoulder_z,left_shoulder_vis,right_shoulder_x,right_shoulder_y,right_shoulder_z,right_shoulder_vis,left_elbow_x,left_elbow_y,left_elbow_z,left_elbow_vis,right_elbow_x,right_elbow_y,right_elbow_z,right_elbow_vis,left_wrist_x,left_wrist_y,left_wrist_z,left_wrist_vis,right_wrist_x,right_wrist_y,right_wrist_z,right_wrist_vis,left_pinky_x,left_pinky_y,left_pinky_z,left_pinky_vis,right_pinky_x,right_pinky_y,right_pinky_z,right_pinky_vis,left_index_x,left_index_y,left_index_z,left_index_vis,right_index_x,right_index_y,right_index_z,right_index_vis,left_thumb_x,left_thumb_y,left_thumb_z,left_thumb_vis,right_thumb_x,right_thumb_y,right_thumb_z,right_thumb_vis,left_hip_x,left_hip_y,left_hip_z,left_hip_vis,right_hip_x,right_hip_y,right_hip_z,right_hip_vis,left_knee_x,left_knee_y,left_knee_z,left_knee_vis,right_knee_x,right_knee_y,right_knee_z,right_knee_vis,left_ankle_x,left_ankle_y,left_ankle_z,left_ankle_vis,right_ankle_x,right_ankle_y,right_ankle_z,right_ankle_vis,left_heel_x,left_heel_y,left_heel_z,left_heel_vis,right_heel_x,right_heel_y,right_heel_z,right_heel_vis,left_foot_index_x,left_foot_index_y,left_foot_index_z,left_foot_index_vis,right_foot_index_x,right_foot_index_y,right_foot_index_z,right_foot_index_vis
test/Bad Back/Bad Back (108).jpg,0,bad_back,0.364215,0.393579,-0.026377,0.9999,0.366365,0.367714,-0.062151,0.9998,0.369284,0.366092,-0.062375,0.9998,0.372136,0.364902,-0.062301,0.9998,0.366775,0.367407,-0.016061,0.9999,0.370365,0.365501,-0.016522,0.9999,0.374369,0.363801,-0.016641,1.0,0.398723,0.360291,-0.142932,0.9998,0.398619,0.359287,0.065494,0.9999,0.381712,0.403027,-0.04505,0.9994,0.381227,0.404211,0.012745,0.9995,0.444089,0.41178,-0.245451,0.9996,0.466549,0.418964,0.221243,0.9992,0.305277,0.478285,-0.32376,0.9494,0.333954,0.486888,0.232313,0.075,0.18517,0.509372,-0.269123,0.9395,0.225289,0.522092,0.096094,0.2106,0.148435,0.528622,-0.320746,0.9346,0.193543,0.529311,0.082359,0.2812,0.144856,0.528996,-0.294662,0.9285,0.185382,0.531666,0.041943,0.281,0.160238,0.524308,-0.258278,0.8883,0.194888,0.530858,0.072003,0.2676,0.624311,0.60089,-0.136653,0.9998,0.625226,0.583878,0.136291,0.9998,0.431923,0.614089,-0.135081,0.8773,0.456976,0.600147,0.220652,0.0355,0.522702,0.782429,0.079238,0.8653,0.526417,0.754614,0.418891,0.0661,0.550951,0.811532,0.101788,0.907,0.555382,0.782229,0.440153,0.1584,0.437847,0.821576,0.119659,0.8779,0.464954,0.798997,0.461778,0.1324
test/Bad Back/Bad Back (109).jpg,0,bad_back,0.364314,0.390986,-0.02873,0.9999,0.365617,0.364666,-0.064806,0.9999,0.368606,0.363551,-0.065029,0.9999,0.371574,0.362796,-0.064965,0.9999,0.366102,0.364122,-0.016522,0.9999,0.369922,0.362728,-0.016963,1.0,0.374291,0.361564,-0.017074,1.0,0.398904,0.358969,-0.148326,0.9999,0.399068,0.357936,0.070205,0.9999,0.381067,0.40013,-0.048733,0.9996,0.380866,0.401391,0.011926,0.9996,0.444107,0.41334,-0.262048,0.9997,0.463543,0.418496,0.234929,0.9993,0.311219,0.479892,-0.339977,0.9533,0.337116,0.482824,0.247678,0.0597,0.198457,0.510094,-0.276372,0.9357,0.230484,0.520349,0.100165,0.1422,0.164009,0.527602,-0.327182,0.9265,0.198179,0.528078,0.086288,0.2009,0.161415,0.525284,-0.302908,0.9201,0.190411,0.528648,0.044735,0.2006,0.174228,0.520958,-0.2657,0.8755,0.201193,0.52751,0.074857,0.1958,0.622647,0.600304,-0.14619,0.9998,0.620054,0.580682,0.145832,0.9998,0.429943,0.614047,-0.156816,0.8858,0.45642,0.599742,0.235058,0.0393,0.524432,0.781086,0.06803,0.8506,0.526244,0.750578,0.449381,0.0652,0.552608,0.809372,0.091468,0.8816,0.556309,0.777778,0.472051,0.1524,0.440138,0.81306,0.104675,0.8585,0.464511,0.790861,0.494324,0.1217
test/Bad Back/Bad Back (11).jpg,0,bad_back,0.823195,0.660443,0.094356,0.9929,0.843801,0.661744,0.060552,0.9933,0.846866,0.65729,0.060127,0.9908,0.849414,0.652533,0.060021,0.9941,0.835171,0.67374,0.047188,0.9938,0.831688,0.67781,0.04673,0.9936,0.82858,0.681863,0.046523,0.9968,0.836667,0.639251,-0.039165,0.9954,0.822852,0.677301,-0.097908,0.9928,0.81241,0.645776,0.07407,0.9866,0.80041,0.662822,0.053901,0.9865,0.753647,0.54976,0.03144,0.9996,0.724079,0.676763,-0.178492,0.9996,0.60836,0.507473,0.148887,0.0022,0.53321,0.723236,-0.164542,0.0542,0.547878,0.589874,0.271972,0.0011,0.508347,0.7767,-0.009981,0.0692,0.540869,0.604865,0.294936,0.0021,0.504891,0.792679,-0.029623,0.0742,0.540175,0.617531,0.257994,0.0019,0.51345,0.786782,-0.017692,0.0687,0.539636,0.617709,0.260281,0.0017,0.51818,0.778545,-0.005538,0.058,0.519024,0.42551,0.079369,0.9996,0.479972,0.512261,-0.079688,0.9997,0.50876,0.583506,0.272848,0.0083,0.457706,0.665722,0.063708,0.2872,0.484652,0.778975,0.380384,0.0324,0.487988,0.836657,0.176472,0.3982,0.46704,0.79924,0.391744,0.0777,0.534601,0.894539,0.192785,0.5856,0.532481,0.848587,0.41401,0.0317,0.5481,0.906393,0.196564,0.3202
test/Bad Back/Bad Back (110).jpg,0,bad_back,0.363935,0.388546,-0.029732,1.0,0.365194,0.362191,-0.065397,0.9999,0.368181,0.361202,-0.065627,0.9999,0.371071,0.36062,-0.065544,0.9999,0.365366,0.361758,-0.01756,1.0,0.368795,0.360673,-0.018015,1.0,0.372628,0.35985,-0.018119,1.0,0.398617,0.356924,-0.149521,0.9999,0.398218,0.356158,0.067,1.0,0.381216,0.39786,-0.050192,0.9997,0.380769,0.399048,0.009931,0.9997,0.44314,0.409846,-0.257343,0.9997,0.462381,0.419498,0.223342,0.9994,0.312656,0.477904,-0.332233,0.9594,0.337185,0.484475,0.236359,0.0793,0.200864,0.509488,-0.267434,0.9401,0.229048,0.520711,0.100536,0.1964,0.167477,0.527237,-0.316342,0.9339,0.19787,0.528802,0.08807,0.264,0.165159,0.525438,-0.29266,0.9272,0.191922,0.529646,0.047279,0.2622,0.178424,0.521467,-0.257104,0.8891,0.201951,0.529064,0.075949,0.2579,0.618159,0.601659,-0.14205,0.9999,0.617403,0.584843,0.14171,0.9999,0.430463,0.615237,-0.142919,0.9551,0.461786,0.600468,0.257313,0.0723,0.524218,0.788677,0.047627,0.9593,0.528152,0.755909,0.463615,0.1672,0.55374,0.816583,0.06683,0.9655,0.558237,0.785528,0.484822,0.312,0.437425,0.822009,0.068845,0.9597,0.467076,0.794598,0.50002,0.2851
test/Bad Back/Bad Back (111).jpg,0,bad_back,0.359929,0.381774,-0.017831,0.9999,0.362787,0.359341,-0.052729,0.9997,0.366512,0.357252,-0.052988,0.9997,0.369906,0.355828,-0.052894,0.9997,0.36216,0.359815,-0.00578,0.9999,0.365659,0.357977,-0.006286,0.9999,0.369515,0.356224,-0.006415,0.9999,0.398255,0.352041,-0.134677,0.9997,0.397105,0.351176,0.077132,0.9999,0.38181,0.393635,-0.037221,0.9988,0.380501,0.394926,0.021394,0.9991,0.44525,0.401529,-0.235236,0.9996,0.464913,0.411039,0.225528,0.999,0.312866,0.475985,-0.309505,0.954,0.346512,0.483186,0.251501,0.0524,0.19186,0.512549,-0.25447,0.931,0.233764,0.521782,0.127431,0.1678,0.15978,0.528836,-0.303998,0.9261,0.195477,0.527532,0.115165,0.2194,0.153991,0.529745,-0.279809,0.9199,0.191279,0.529012,0.073605,0.2231,0.168919,0.526631,-0.244197,0.8762,0.205535,0.529517,0.103103,0.2138,0.626877,0.595903,-0.134177,0.9998,0.625231,0.580222,0.133873,0.9997,0.430706,0.61233,-0.114347,0.8563,0.455668,0.595974,0.215105,0.0224,0.524892,0.778113,0.094456,0.8355,0.52632,0.751621,0.401414,0.0463,0.553886,0.809959,0.116212,0.9221,0.557944,0.780604,0.420844,0.1444,0.436812,0.818329,0.137369,0.8624,0.457589,0.794171,0.441824,0.1046
test/Bad Back/Bad Back (112).jpg,0,bad_back,0.365157,0.376739,-0.016278,0.9999,0.365772,0.349489,-0.049443,0.9997,0.368617,0.348431,-0.049687,0.9996,0.371338,0.347714,-0.049597,0.9997,0.365987,0.349041,-0.005231,0.9998,0.369305,0.347887,-0.005722,0.9999,0.372826,0.347031,-0.005861,0.9999,0.398618,0.343482,-0.12703,0.9997,0.398133,0.343173,0.072639,0.9999,0.382285,0.38569,-0.034535,0.9989,0.381922,0.387089,0.0206,0.9991,0.445415,0.394673,-0.227502,0.9996,0.463656,0.408336,0.219325,0.999,0.322211,0.470866,-0.296424,0.9353,0.343326,0.475926,0.234765,0.0525,0.205419,0.510189,-0.239239,0.8884,0.234601,0.516259,0.104716,0.1373,0.177273,0.529278,-0.286011,0.8855,0.201595,0.528145,0.091233,0.182,0.172251,0.52698,-0.262897,0.8758,0.195009,0.528224,0.052249,0.1829,0.185636,0.522181,-0.229186,0.8181,0.208684,0.525909,0.081265,0.176,0.623543,0.590871,-0.13384,0.9998,0.621071,0.575819,0.133548,0.9998,0.428696,0.615784,-0.130008,0.8962,0.455685,0.606526,0.222788,0.0262,0.525342,0.783173,0.056295,0.897,0.528496,0.75661,0.413029,0.0594,0.55483,0.812271,0.075607,0.9431,0.558696,0.786542,0.432491,0.1671,0.441968,0.822536,0.085611,0.9078,0.465597,0.792685,0.446402,0.1243
test/Bad Back/Bad Back (113).jpg,0,bad_back,0.363957,0.362239,0.002322,0.9999,0.365909,0.338032,-0.034125,0.9998,0.368635,0.336888,-0.034367,0.9998,0.371082,0.336084,-0.034274,0.9999,0.366429,0.337404,0.015572,0.9999,0.369883,0.335989,0.015092,0.9999,0.373757,0.334853,0.01497,1.0,0.396503,0.330549,-0.123275,0.9999,0.399904,0.331098,0.100917,0.9999,0.381759,0.374941,-0.019891,0.9995,0.382913,0.376289,0.04229,0.9995,0.446547,0.387055,-0.239229,0.9997,0.469675,0.39992,0.262943,0.9991,0.326899,0.464436,-0.307443,0.9567,0.355024,0.470219,0.301906,0.0536,0.206613,0.508274,-0.226999,0.936,0.246369,0.511317,0.17976,0.1537,0.175636,0.525742,-0.272422,0.928,0.214075,0.520195,0.170128,0.208,0.171871,0.525171,-0.245982,0.9212,0.206134,0.523754,0.129137,0.2086,0.185123,0.522197,-0.214378,0.878,0.217666,0.52373,0.155297,0.2027,0.618612,0.581027,-0.147925,0.9998,0.622422,0.570589,0.147594,0.9998,0.429089,0.614145,-0.130016,0.9012,0.460187,0.608363,0.273155,0.0356,0.523985,0.779334,0.083373,0.9171,0.527697,0.757923,0.493795,0.085,0.554297,0.806396,0.105124,0.9427,0.558414,0.787513,0.516004,0.203,0.440364,0.822963,0.107091,0.9249,0.469793,0.79965,0.525082,0.1641
test/Bad Back/Bad Back (114).jpg,0,bad_back,0.363649,0.346026,0.000183,0.9998,0.365366,0.323196,-0.035768,0.9996,0.368523,0.321777,-0.036021,0.9996,0.371268,0.320966,-0.035926,0.9997,0.365572,0.323071,0.012076,0.9998,0.369338,0.321626,0.011581,0.9999,0.373651,0.320678,0.011432,0.9999,0.397232,0.31631,-0.125152,0.9996,0.400018,0.317364,0.090492,0.9998,0.383835,0.359135,-0.022313,0.999,0.384647,0.361059,0.037399,0.9992,0.453187,0.371965,-0.241493,0.9996,0.473901,0.387433,0.247853,0.999,0.335804,0.456606,-0.30542,0.9272,0.354764,0.467084,0.280673,0.0511,0.213753,0.506306,-0.222158,0.8711,0.243752,0.514167,0.155027,0.1141,0.184524,0.525816,-0.267337,0.8605,0.215828,0.52193,0.143972,0.1459,0.17926,0.526267,-0.241823,0.8502,0.209515,0.525938,0.10262,0.1476,0.191487,0.522103,-0.209769,0.7809,0.220523,0.525878,0.130498,0.1442,0.620549,0.570104,-0.142194,0.9998,0.620073,0.562411,0.141876,0.9998,0.430592,0.612473,-0.126232,0.7971,0.459333,0.608518,0.242998,0.0207,0.524656,0.785446,0.08439,0.8327,0.526873,0.761744,0.453504,0.049,0.552736,0.812481,0.105139,0.8994,0.556395,0.791845,0.474136,0.1311,0.438323,0.821959,0.099362,0.8543,0.463049,0.799343,0.47167,0.1008
test/Bad Back/Bad Back (115).jpg,0,bad_back,0.365264,0.331051,-0.003793,0.9999,0.368366,0.305471,-0.039224,0.9997,0.371281,0.304445,-0.039484,0.9997,0.373904,0.303792,-0.039376,0.9998,0.369001,0.30534,0.009194,0.9999,0.372742,0.304316,0.008691,0.9999,0.376832,0.303782,0.008514,0.9999,0.399033,0.300368,-0.128299,0.9998,0.40234,0.301526,0.089717,0.9999,0.383536,0.343467,-0.026394,0.9994,0.384562,0.345177,0.033914,0.9995,0.454229,0.35594,-0.250213,0.9997,0.474146,0.372258,0.253856,0.9994,0.35086,0.445316,-0.300341,0.9384,0.375117,0.464272,0.308759,0.07,0.233143,0.500465,-0.199236,0.8764,0.270507,0.508397,0.191262,0.2121,0.205326,0.518216,-0.23893,0.8619,0.238507,0.516904,0.181463,0.2604,0.199564,0.519159,-0.21719,0.8525,0.230597,0.5211,0.14042,0.262,0.211064,0.515352,-0.186944,0.7886,0.240938,0.520371,0.167067,0.2512,0.616151,0.560313,-0.14518,0.9998,0.612299,0.552382,0.144891,0.9999,0.43045,0.610409,-0.121607,0.8355,0.459148,0.602841,0.260828,0.0428,0.524931,0.780104,0.11589,0.8139,0.527788,0.7552,0.472682,0.0741,0.554338,0.807682,0.139745,0.8711,0.557801,0.783261,0.493441,0.1666,0.440853,0.826293,0.134481,0.8357,0.464801,0.800805,0.489509,0.1303
test/Bad Back/Bad Back (116).jpg,0,bad_back,0.364143,0.31883,-0.025803,1.0,0.366296,0.294625,-0.064714,0.9999,0.369779,0.293181,-0.064939,0.9999,0.373054,0.29223,-0.064831,0.9999,0.366168,0.29387,-0.017128,0.9999,0.369712,0.292306,-0.017598,0.9999,0.373848,0.291095,-0.017745,1.0,0.397791,0.28594,-0.159315,0.9999,0.400016,0.285425,0.055794,0.9999,0.383699,0.328463,-0.048771,0.9997,0.384597,0.329459,0.010816,0.9997,0.455185,0.339734,-0.264967,0.9999,0.4847,0.356606,0.227227,0.9993,0.351299,0.443883,-0.310343,0.9729,0.38832,0.459252,0.276652,0.0711,0.22131,0.51355,-0.217116,0.9678,0.27281,0.509118,0.178878,0.1172,0.190478,0.527255,-0.263338,0.9616,0.250419,0.50888,0.173411,0.153,0.18599,0.5271,-0.234777,0.9576,0.243781,0.513736,0.131054,0.1501,0.199122,0.525468,-0.203083,0.9325,0.248664,0.51674,0.155432,0.1533,0.609648,0.550593,-0.140805,0.9999,0.614009,0.544558,0.140529,0.9999,0.427779,0.607236,-0.108517,0.9541,0.458768,0.602418,0.269445,0.0902,0.524059,0.778041,0.131106,0.9594,0.526372,0.754857,0.490272,0.1846,0.552277,0.808308,0.155321,0.9644,0.555443,0.783495,0.512348,0.3178,0.438394,0.8163,0.151352,0.9622,0.460316,0.790978,0.509001,0.3212
test/Bad Back/Bad Back (117).jpg,0,bad_back,0.364728,0.295414,-0.044137,1.0,0.367714,0.27513,-0.08636,1.0,0.37058,0.273531,-0.086588,1.0,0.373571,0.272011,-0.086486,1.0,0.367793,0.275136,-0.031183,1.0,0.370562,0.273725,-0.031631,1.0,0.37415,0.272076,-0.031794,1.0,0.400385,0.268033,-0.19686,1.0,0.401078,0.267423,0.053681,1.0,0.383334,0.305676,-0.073524,0.9999,0.383258,0.306323,-0.003703,0.9999,0.460801,0.323681,-0.321936,0.9999,0.485363,0.33327,0.238216,0.9996,0.377068,0.429176,-0.395531,0.9846,0.404364,0.444135,0.329347,0.1089,0.258248,0.492867,-0.300168,0.9749,0.298047,0.493127,0.260426,0.1677,0.230037,0.517627,-0.345276,0.9618,0.27687,0.497057,0.261366,0.2064,0.227623,0.513554,-0.320933,0.9576,0.265812,0.506121,0.217653,0.1992,0.237141,0.508017,-0.286973,0.9314,0.27338,0.504047,0.236574,0.2073,0.604695,0.541574,-0.163105,1.0,0.596137,0.529053,0.162805,0.9999,0.429191,0.601276,-0.147234,0.9731,0.448829,0.586526,0.337765,0.2533,0.522757,0.782932,0.071161,0.9784,0.52668,0.752892,0.541551,0.4107,0.553828,0.81356,0.091634,0.9642,0.554306,0.777748,0.560456,0.4994,0.437315,0.817454,0.056855,0.9742,0.457955,0.788731,0.544197,0.5144
test/Bad Back/Bad Back (118).jpg,0,bad_back,0.36561,0.268314,-0.041597,1.0,0.370988,0.246705,-0.083693,1.0,0.373999,0.245909,-0.083928,1.0,0.37663,0.245337,-0.083826,1.0,0.371335,0.246366,-0.031784,1.0,0.374741,0.245377,-0.032222,1.0,0.378564,0.244405,-0.03235,1.0,0.402661,0.243586,-0.192443,1.0,0.403994,0.242796,0.043232,1.0,0.383663,0.28133,-0.070166,1.0,0.384278,0.282132,-0.00467,1.0,0.464369,0.302916,-0.317911,1.0,0.483212,0.320004,0.227301,0.9999,0.394472,0.419885,-0.390987,0.9957,0.419292,0.444157,0.336489,0.1789,0.282688,0.48923,-0.304636,0.9947,0.315915,0.500147,0.295914,0.3423,0.256781,0.514823,-0.350317,0.9912,0.29272,0.518841,0.301035,0.4053,0.249265,0.51414,-0.325012,0.9903,0.285224,0.518795,0.255325,0.4017,0.2579,0.508101,-0.291344,0.9843,0.294508,0.513801,0.272439,0.4006,0.605964,0.525403,-0.159151,1.0,0.58576,0.518357,0.15891,1.0,0.431401,0.611037,-0.15029,0.9934,0.442798,0.595141,0.326729,0.4577,0.520012,0.779479,0.07371,0.9935,0.52624,0.744731,0.535822,0.5876,0.551927,0.811355,0.096117,0.9896,0.555905,0.771867,0.556191,0.6716,0.436275,0.820278,0.077069,0.9929,0.452092,0.785518,0.551753,0.7208
test/Bad Back/Bad Back (119).jpg,0,bad_back,0.342479,0.337957,-0.042179,1.0,0.34162,0.321314,-0.082568,1.0,0.343707,0.319894,-0.082862,1.0,0.345663,0.31882,-0.082851,1.0,0.342131,0.320003,-0.031144,1.0,0.344484,0.317854,-0.031573,1.0,0.347102,0.315689,-0.031728,1.0,0.371889,0.309684,-0.173424,1.0,0.373712,0.308191,0.057147,1.0,0.360726,0.346741,-0.0673,1.0,0.363542,0.347717,-0.002463,1.0,0.444767,0.370285,-0.262114,1.0,0.466216,0.365233,0.207845,1.0,0.426958,0.515299,-0.159863,0.969,0.461863,0.491512,0.059287,0.0081,0.361351,0.444039,0.176076,0.9644,0.384381,0.446815,-0.273067,0.054,0.355985,0.430362,0.186583,0.9735,0.373388,0.433954,-0.31303,0.1115,0.367771,0.416931,0.174995,0.9722,0.383948,0.419153,-0.311854,0.1173,0.372587,0.422155,0.182348,0.9747,0.388189,0.42497,-0.28662,0.131,0.614007,0.541375,-0.156732,0.9998,0.604109,0.527387,0.156541,0.9998,0.435854,0.606513,-0.157246,0.9871,0.450255,0.595524,0.321105,0.1483,0.524436,0.78359,-0.162057,0.9956,0.525473,0.753069,0.379369,0.5281,0.554646,0.812722,-0.165157,0.9911,0.554565,0.778165,0.382954,0.734,0.435898,0.816868,-0.211477,0.9952,0.452947,0.789478,0.378291,0.6818
test/Bad Back/Bad Back (12).jpg,0,bad_back,0.726794,0.617118,0.191272,0.9905,0.742066,0.619717,0.168217,0.9929,0.743842,0.617311,0.167872,0.9907,0.745053,0.614674,0.167815,0.9932,0.738492,0.627452,0.16299,0.9938,0.737231,0.630423,0.16256,0.9939,0.736364,0.63335,0.162364,0.9962,0.74849,0.608452,0.102714,0.9947,0.734945,0.637928,0.078615,0.9902,0.723466,0.609826,0.181485,0.9704,0.718517,0.61851,0.171472,0.9726,0.723573,0.541915,0.108227,0.9993,0.678632,0.663562,-0.005341,0.9989,0.643785,0.529966,-0.041506,0.005,0.574448,0.716206,-0.140677,0.0295,0.646869,0.61412,-0.207485,0.0158,0.550044,0.766932,-0.19035,0.1239,0.655457,0.631471,-0.236428,0.0384,0.546432,0.783325,-0.231601,0.1581,0.662209,0.649341,-0.250535,0.0375,0.553798,0.775894,-0.219495,0.1508,0.656106,0.645042,-0.217263,0.0285,0.555778,0.766358,-0.190434,0.1188,0.527908,0.46413,0.046017,0.9997,0.493418,0.542622,-0.046685,0.9997,0.508792,0.453791,0.26211,0.0941,0.468426,0.687468,0.00448,0.3195,0.412689,0.514469,0.22564,0.2502,0.525581,0.855075,-0.12509,0.4537,0.389667,0.522512,0.220144,0.2748,0.482502,0.824747,-0.134661,0.5923,0.422262,0.520806,0.181735,0.1874,0.541151,0.902943,-0.169766,0.4273
test/Bad Back/Bad Back (120).jpg,0,bad_back,0.342353,0.345877,-0.032047,1.0,0.343865,0.329659,-0.070314,1.0,0.346468,0.328858,-0.070624,1.0,0.349046,0.328152,-0.07059,1.0,0.34393,0.328632,-0.017974,1.0,0.346713,0.327509,-0.018405,1.0,0.35016,0.326195,-0.018578,1.0,0.374853,0.322049,-0.16034,1.0,0.377667,0.32114,0.074753,1.0,0.358935,0.359469,-0.058466,1.0,0.363355,0.361246,0.007809,1.0,0.440029,0.383394,-0.250998,1.0,0.468258,0.374166,0.214229,1.0,0.428097,0.524991,-0.152783,0.9463,0.467772,0.491164,0.068759,0.0075,0.361751,0.455883,0.172496,0.9424,0.385324,0.45848,-0.24348,0.0929,0.35746,0.440039,0.180715,0.9676,0.371407,0.445756,-0.280749,0.2106,0.370677,0.429278,0.169651,0.9658,0.383343,0.43228,-0.280959,0.2203,0.375673,0.432407,0.178078,0.9692,0.388938,0.435733,-0.256926,0.2473,0.614867,0.547,-0.156144,0.9999,0.604599,0.532535,0.155956,0.9999,0.432744,0.613997,-0.163416,0.995,0.45166,0.599473,0.302675,0.2471,0.529491,0.785305,-0.184113,0.9991,0.523913,0.753436,0.371875,0.7168,0.561398,0.815096,-0.188737,0.9976,0.55492,0.778398,0.377196,0.8403,0.441983,0.820471,-0.24869,0.9988,0.458527,0.787054,0.36489,0.8088
test/Bad Back/Bad Back (121).jpg,0,bad_back,0.342296,0.366236,-0.001772,1.0,0.343485,0.34911,-0.042147,1.0,0.345914,0.347843,-0.042465,1.0,0.348218,0.346521,-0.042444,1.0,0.34456,0.347481,0.010302,1.0,0.347785,0.345376,0.009863,1.0,0.351377,0.343196,0.009709,1.0,0.376391,0.337355,-0.141483,1.0,0.377156,0.336085,0.094241,1.0,0.360491,0.377211,-0.030923,1.0,0.363134,0.376355,0.035438,1.0,0.44078,0.390979,-0.243211,1.0,0.466545,0.383978,0.233551,1.0,0.426302,0.54226,-0.136187,0.7984,0.468853,0.512341,0.07099,0.0048,0.364584,0.467346,0.205894,0.828,0.388888,0.469478,-0.268766,0.0747,0.359788,0.453607,0.217611,0.8973,0.376459,0.458686,-0.310049,0.1888,0.371095,0.441332,0.205121,0.8953,0.385937,0.445374,-0.311584,0.1921,0.376757,0.445739,0.211675,0.8948,0.390633,0.448862,-0.283741,0.2067,0.617673,0.558272,-0.162602,0.9998,0.612408,0.544654,0.162316,0.9998,0.430243,0.612588,-0.163578,0.9459,0.456199,0.603016,0.320243,0.0276,0.526577,0.785626,-0.201895,0.9886,0.52617,0.753576,0.383809,0.1916,0.557566,0.818259,-0.208709,0.9787,0.558816,0.784752,0.388542,0.4346,0.436373,0.818079,-0.264484,0.9882,0.455146,0.792181,0.388517,0.3292
test/Bad Back/Bad Back (122).jpg,0,bad_back,0.347654,0.376125,0.013287,1.0,0.34621,0.354903,-0.025383,1.0,0.348381,0.353677,-0.025696,1.0,0.350224,0.352615,-0.025636,1.0,0.346488,0.353887,0.028388,1.0,0.349145,0.352016,0.027953,1.0,0.352129,0.35017,0.027841,1.0,0.375081,0.344769,-0.122594,1.0,0.3763,0.344367,0.120159,1.0,0.363821,0.384903,-0.0157,1.0,0.368049,0.387738,0.052683,1.0,0.438247,0.406416,-0.230418,1.0,0.467406,0.394437,0.270154,1.0,0.413161,0.54224,-0.149932,0.8551,0.455404,0.52061,0.186749,0.0071,0.363736,0.471688,0.172742,0.867,0.383412,0.478154,-0.033943,0.1223,0.360202,0.456008,0.18097,0.9253,0.374514,0.46293,-0.053716,0.2936,0.373333,0.448518,0.172446,0.9216,0.384108,0.44964,-0.058076,0.2963,0.376952,0.451503,0.179066,0.925,0.388797,0.453927,-0.046555,0.3224,0.618713,0.567169,-0.168549,0.9999,0.607723,0.544053,0.16821,0.9999,0.433579,0.614208,-0.197128,0.996,0.443252,0.590153,0.348508,0.1712,0.529027,0.784414,-0.25725,0.9994,0.525385,0.754474,0.37447,0.7705,0.559497,0.8175,-0.266076,0.9982,0.554708,0.779278,0.374667,0.8604,0.44047,0.823451,-0.332412,0.9992,0.45234,0.792824,0.362773,0.8356
test/Bad Back/Bad Back (123).jpg,0,bad_back,0.345027,0.386467,-0.01482,1.0,0.343454,0.363451,-0.055252,1.0,0.345711,0.362273,-0.055568,1.0,0.347591,0.361371,-0.055515,1.0,0.344065,0.362698,-0.000165,1.0,0.347217,0.361036,-0.000598,1.0,0.350497,0.359298,-0.000745,1.0,0.371424,0.35554,-0.156151,1.0,0.375156,0.3541,0.09181,1.0,0.361148,0.397212,-0.045218,1.0,0.364916,0.399082,0.024783,1.0,0.440052,0.41709,-0.258677,1.0,0.457986,0.405788,0.234745,1.0,0.413733,0.556265,-0.168459,0.9374,0.443109,0.53118,0.101081,0.0081,0.365047,0.478194,0.161985,0.9442,0.380913,0.499613,-0.197991,0.128,0.358229,0.463981,0.169664,0.9673,0.368673,0.488316,-0.231928,0.2789,0.372076,0.455702,0.157696,0.9661,0.380396,0.469285,-0.234661,0.2926,0.376378,0.459483,0.167215,0.9682,0.385344,0.472063,-0.212253,0.3255,0.621972,0.576392,-0.166262,0.9997,0.607322,0.550925,0.16602,0.9998,0.43163,0.611093,-0.144818,0.9882,0.439058,0.576254,0.331979,0.1484,0.523272,0.783977,-0.17458,0.998,0.523133,0.751036,0.360382,0.6429,0.554162,0.815583,-0.180985,0.9955,0.55268,0.779017,0.360783,0.813,0.441187,0.812171,-0.244404,0.9971,0.450342,0.788666,0.346068,0.7432
